label,target,corpus,target_group,Race,Religion,Gender,Sexual Orientation,Miscellaneous
offensive,['Homosexual'],guy faggot,['Sexual Orientation'],0,0,0,1,0
normal,['None'],rt lanadelgayvotes rt jesscloth mtv hottest lana del rey,['Miscellaneous'],0,0,0,0,1
normal,['None'],female artist cover song men change pronoun sound gay ,['Miscellaneous'],0,0,0,0,1
normal,['None'],men lie woman lie number,['Miscellaneous'],0,0,0,0,1
normal,['None'],man nigga pa way cooler nigga jersey,['Miscellaneous'],0,0,0,0,1
offensive,['Women'],betta go get money lil bitch got to stack whore go  flush kiss backboard ,['Gender'],0,0,1,0,0
hatespeech,"['African', 'Jewish']",many percentage form jew nigger mexican muzzies dot head vote le government intrusion le government service,"['Race', 'Religion']",1,1,0,0,0
hatespeech,['Islam'],understand morning pill understand prevention fertilization think muzzie rape woman really cool live life,['Religion'],0,1,0,0,0
hatespeech,['African'],nigger ricans,['Race'],1,0,0,0,0
hatespeech,['Jewish'],user yeah well could listen cernolispy kike fag  sec,['Religion'],0,1,0,0,0
hatespeech,['African'],thelma louise half dozen nigger kid back,['Race'],1,0,0,0,0
normal,['None'],good morning tonight nightmare tj suddenly became horny todd people shipping hank fanarts whole thread wanted kill every single one,['Miscellaneous'],0,0,0,0,1
hatespeech,['African'],funny coon drop straight ground punch them right place,['Race'],1,0,0,0,0
offensive,['Women'],bill clinton lovely wife watching fox news dinner table bill start chuckle talk whistle blower white house well missile blower,['Gender'],0,0,1,0,0
normal,['None'],still nigga evolving doe,['Miscellaneous'],0,0,0,0,1
normal,['None'],go ona bitch page see boo ight click nigga page cricket cold world ,['Miscellaneous'],0,0,0,0,1
hatespeech,['African'],jesus would never need gun kill grid suffice would never listen coon tune cool dream hope work ya,['Race'],1,0,0,0,0
normal,['None'],user user hate,['Miscellaneous'],0,0,0,0,1
normal,['None'],user hindu refugee different muslim refugee hindu look india saviour majority hindu country world umpteen muslim christian country world muslim,['Miscellaneous'],0,0,0,0,1
normal,['None'],feel like dealing u dyke stud difficult ,['Miscellaneous'],0,0,0,0,1
hatespeech,['Islam'],guess get complacent forget everyone life florida heard name anyone talk real life situation know course anyone talk agreement liberal rat muzzies concerned,['Religion'],0,1,0,0,0
normal,['None'],user white kid active shooter look pull away porch monkey,['Miscellaneous'],0,0,0,0,1
normal,['None'],user user well yeah law average dictate something like would occur often however rally full white people course calling white supremacist know,['Miscellaneous'],0,0,0,0,1
normal,['None'],user user host netflix queer eye reboot gay dude give lifestyle advice regular people tv,['Miscellaneous'],0,0,0,0,1
normal,['None'],user user next time playing keyboarder i am takin mf coin flip lmao gb fucking troll,['Miscellaneous'],0,0,0,0,1
hatespeech,['African'],one time went chicago homeless nigger railing jew support,['Race'],1,0,0,0,0
hatespeech,['Islam'],read started playing civilization interesting people lot animal reverence essentially wiped muzzies muzzies hate dog,['Religion'],0,1,0,0,0
normal,['None'],user caucasian majority country well problem white supremacy seeing ample case right ya nope hate whitey without crime back,['Miscellaneous'],0,0,0,0,1
normal,['None'],user user penalty original sin also death yay let u kill newborn,['Miscellaneous'],0,0,0,0,1
normal,['None'],user listen fleet fox fuck fucking hate,['Miscellaneous'],0,0,0,0,1
normal,['None'],young hennessy bitch versace nigger,['Miscellaneous'],0,0,0,0,1
hatespeech,['African'],user people like supposed street protesting fighting right coward wignats dindu nuffin ever except cry,['Race'],1,0,0,0,0
normal,['None'],know illegal immigrant la get car impounded caught without proper documentation meanwhile black as first time going jail cop white girl claimed liscence suspended despite court document showing,['Miscellaneous'],0,0,0,0,1
hatespeech,['African'],late watching wife getting gang banged nigger ape race traitor cuck war coming asshole,['Race'],1,0,0,0,0
normal,['None'],user agree brown muslim say hate white people make thing worse,['Miscellaneous'],0,0,0,0,1
hatespeech,['African'],destroy nigger nigger n ice people,['Race'],1,0,0,0,0
normal,['None'],user hate part white bad stand white people deep seething hatred burn inside everyone white personal agenda black love hearing get heated upset nasty prejudice,['Miscellaneous'],0,0,0,0,1
offensive,"['Women', 'Caucasian']",found white bitch killed black guy apartment guilty yea bitch knew ‼,"['Gender', 'Race']",1,0,1,0,0
offensive,['Homosexual'],going to date row faggot golovkin fan cry robbery saturday night,['Sexual Orientation'],0,0,0,1,0
normal,['None'],user go tell southern racist redneck actually democrat see happens dare,['Miscellaneous'],0,0,0,0,1
normal,['None'],would really break heart see nigger come hospital vicious staph infection,['Miscellaneous'],0,0,0,0,1
hatespeech,['Arab'],construction company hired raghead sleeper cell asshole,['Race'],1,0,0,0,0
offensive,['Homosexual'],understand anyone would watch guy number fight also understand anyone would watch ugly dyke fight either maybe,['Sexual Orientation'],0,0,0,1,0
hatespeech,['Jewish'],referring de niro project financed kike rapist harvey weinstein help took english reading class dummy,['Religion'],0,1,0,0,0
offensive,['Homosexual'],entertainment industry full hipster queer think communism cool bunch clueless prick,['Sexual Orientation'],0,0,0,1,0
hatespeech,['African'],jim daughty croton gazette nigger lover dickens sneezed lot,['Race'],1,0,0,0,0
hatespeech,['African'],tired black people well spoken act intelligent black people say stop acting white acting white acting intelligent intelligent stop bitching oppression calling others coon trying better life,['Race'],1,0,0,0,0
normal,['None'],user tweeting civil war trump sending message gun toting proud boy nazi white supremacist right wing nutjobs crawl shadow rebel desperate trump dangerous thing,['Miscellaneous'],0,0,0,0,1
normal,['None'],user user worst see wife world war ii veteran accosted syrian refugee bright orange shirt number foot front least three police officer,['Miscellaneous'],0,0,0,0,1
normal,['None'],yeah user take country music back fuck white people say lhh hollywood,['Miscellaneous'],0,0,0,0,1
normal,['None'],fucking hate lean put whole burden woman fix system take one sisterhood wrong user hr tech conf,['Miscellaneous'],0,0,0,0,1
normal,['None'],kill marauder,['Miscellaneous'],0,0,0,0,1
normal,['None'],user fucking hate ,['Miscellaneous'],0,0,0,0,1
hatespeech,['African'],freyr job virility jesus turned nigger blood white,['Race'],1,0,0,0,0
hatespeech,['African'],keep nigger kid jumping bed put velcro ceiling,['Race'],1,0,0,0,0
hatespeech,['Jewish'],trump would certainly broadcasting intention hooknosed bastard tossing bone time figure correct strategy needed eliminate toxic distractive influence world,['Religion'],0,1,0,0,0
normal,['None'],maybe could employ local moslem instead,['Miscellaneous'],0,0,0,0,1
hatespeech,['Homosexual'],saw pair bull dyke shopping today lol,['Sexual Orientation'],0,0,0,1,0
normal,['None'],amazing see people blame u queer left take oppressed group sword shield use left push leftism anyone oppressed group speaks left cast left fascist racist e g pim fortuyn milo etc,['Miscellaneous'],0,0,0,0,1
normal,['None'],user user user  ya you give chocolate send home sent mindset deep someone jihadi mindest told you are fighting azzadi shame brainwashing child thing detain simple,['Miscellaneous'],0,0,0,0,1
offensive,['African'],nigger got one deserves one,['Race'],1,0,0,0,0
normal,['None'],dumbest decision ever buy white suede shoe,['Miscellaneous'],0,0,0,0,1
hatespeech,['Jewish'],uncomfortable trump kike connection hell grandchild jew good,['Religion'],0,1,0,0,0
normal,['None'],user mad keep getting busted indoctrination democrat history trying rewrite black history exactly jim crow dems racist as white boy,['Miscellaneous'],0,0,0,0,1
hatespeech,['Women'],hell yea bitch dis go hard hell flocka suck big dick team slut day week month year century love big nap c k q you,['Gender'],0,0,1,0,0
normal,['None'],user men raped abused call violence woman child men always perpetrator woman come first even child,['Miscellaneous'],0,0,0,0,1
normal,['None'],user user actually spoken immigrant experience friendly australian triggered statement find racism alive well white european,['Miscellaneous'],0,0,0,0,1
hatespeech,['Jewish'],hitler made numerous peace offer uk churchill ignored know kike puppet,['Religion'],0,1,0,0,0
hatespeech,['African'],super rich nigger super rich jew join force tell u horrible white man white people stop giving money people hate,['Race'],1,0,0,0,0
normal,['None'],spent number min figuring exact loc tea lounge  th ave park slope map never get   min back mapping place many others many boring fine stellar first date worth dyke gentrification cri tgis dig geog lesbian queer,['Miscellaneous'],0,0,0,0,1
normal,['None'],local moslimes clustered south south west serbia colored immigrant moslem refugee got surrounding country closed border located special facility managed escape live among general population,['Miscellaneous'],0,0,0,0,1
hatespeech,['African'],life nigger rule number,['Race'],1,0,0,0,0
offensive,['Homosexual'],dyke wanted keep arguing sir leave alone bid first dragging ,['Sexual Orientation'],0,0,0,1,0
hatespeech,['African'],black refer white vinallas refer black chocolate nigger,['Race'],1,0,0,0,0
offensive,['Homosexual'],user love bcuz son gay f son turn b gay great you stl gone b queen n house,['Sexual Orientation'],0,0,0,1,0
normal,['None'],user gay jennie,['Miscellaneous'],0,0,0,0,1
offensive,['Homosexual'],promote article fat dyke pipe fitter fantasy,['Sexual Orientation'],0,0,0,1,0
normal,['None'],nah bitch quit playing,['Miscellaneous'],0,0,0,0,1
normal,['None'],advocacy manager advocacy manager norwegian refugee council nrc non governmental humanitarian organization number year experience helping create safer dignified life refugee internally displaced people nrc advocate right …,['Miscellaneous'],0,0,0,0,1
normal,['Homosexual'],hate ryan murphy much ryan murphy hate dyke,['Sexual Orientation'],0,0,0,1,0
normal,['None'],homo phone,['Miscellaneous'],0,0,0,0,1
normal,['None'],dialu alukan number number number number number bank islam thank happy,['Miscellaneous'],0,0,0,0,1
normal,['None'],number draft order number tiger number oriole number marlin number royal number blue jay number mariner number pirate number padre number rockies number angel number white sox number red number giant number ranger number phillies number cub number red sox number diamondback number mets number brewer number cardinal,['Miscellaneous'],0,0,0,0,1
normal,['None'],gonbee choose sara joe nobody going hurt favourite lesbian number number number number number number,['Miscellaneous'],0,0,0,0,1
normal,['None'],user another white guy criticizing african american thinking,['Miscellaneous'],0,0,0,0,1
hatespeech,"['African', 'Jewish']",oy vey goy nordic resistance movement many white people need little diversity maybe based nigger based dune coon need heeb lawyer,"['Race', 'Religion']",1,1,0,0,0
normal,['Caucasian'],know job already tired as honestly i am tired white as institution,['Race'],1,0,0,0,0
normal,['None'],je kan een moslem wel je andere wang toekeren maar dan delf je het onderspit,['Miscellaneous'],0,0,0,0,1
hatespeech,['African'],amy love guzzle nigger cum,['Race'],1,0,0,0,0
hatespeech,['Homosexual'],little snowflake handle big diesel dyke well action consequence snowflake,['Sexual Orientation'],0,0,0,1,0
hatespeech,['African'],disgusting nigger vermin,['Race'],1,0,0,0,0
normal,['None'],realized instagram notifying anyways sorry drank much dumb bitch juice today great m sophia,['Miscellaneous'],0,0,0,0,1
normal,['None'],like obama white failed beto campaign slogan,['Miscellaneous'],0,0,0,0,1
normal,['None'],told belong rich nigga,['Miscellaneous'],0,0,0,0,1
normal,['None'],whoever post fucking spoiler endgame catching fucking hand,['Miscellaneous'],0,0,0,0,1
normal,['None'],nigga get lil bit pussy,['Miscellaneous'],0,0,0,0,1
offensive,['Homosexual'],hell invited faggot,['Sexual Orientation'],0,0,0,1,0
hatespeech,['Islam'],deserving since decided muzzies make good refugee,['Religion'],0,1,0,0,0
normal,['None'],people really audacity think funny bitch hilarious,['Miscellaneous'],0,0,0,0,1
normal,['None'],okay white auspol,['Miscellaneous'],0,0,0,0,1
hatespeech,['African'],better apartheid existed nigger shithole nigger killing white get stay away,['Race'],1,0,0,0,0
hatespeech,['African'],hey want date nigger want nothing enjoy filthy fucking ape whore,['Race'],1,0,0,0,0
hatespeech,['Jewish'],shut filthy lying kike mouth,['Religion'],0,1,0,0,0
hatespeech,['Homosexual'],done everything open mouth faggot stephanie genious done year attack attack nobody put stop faggot shit like,['Sexual Orientation'],0,0,0,1,0
normal,['None'],user user user user user number immigrant girl raped uncle life sanctuary city right father sold another sister trafficking go,['Miscellaneous'],0,0,0,0,1
hatespeech,['Islam'],yep moslem cock sucking labour mud force talking inciting religious hatred racial hatred video moslem show rampant religious hatred christian racial hatred white hate gay one word labour co rely moslem vote traitor,['Religion'],0,1,0,0,0
hatespeech,"['African', 'Women']",yep mudshark going to punished race mixing none prayer stop god hate race mixer devil spawn niglet toast prayer animal answered even heard stupid church cucks,"['Race', 'Gender']",1,0,1,0,0
normal,['None'],user white people comment  islamophobia,['Miscellaneous'],0,0,0,0,1
hatespeech,['Islam'],keep way guy keep muzzies grooming gang,['Religion'],0,1,0,0,0
normal,['None'],user user hamilton crew censured penny proved deaf queer dense spook queer lesbian anti thespian make joke expense hamilton boycott hamilton tw exit penny maga ,['Miscellaneous'],0,0,0,0,1
hatespeech,['African'],really hate woman nigger world john lennon except according elder lennon rock star beloved woman day,['Race'],1,0,0,0,0
hatespeech,['Islam'],million conservative already banned twatter mudslime owner want repeat truth dissemination number,['Religion'],0,1,0,0,0
hatespeech,['Islam'],hate wait around moslem kill u hope will not mind do not turn cheek,['Religion'],0,1,0,0,0
hatespeech,"['African', 'Women']",like whale choice nigger would touch vile bitch let alone fuck,"['Race', 'Gender']",1,0,1,0,0
normal,['None'],see nice black red fish nice grin,['Miscellaneous'],0,0,0,0,1
normal,['None'],joaquin phoenix interpretation majestic moved ,['Miscellaneous'],0,0,0,0,1
offensive,['Homosexual'],aw short dyke getting noticed today that is cute,['Sexual Orientation'],0,0,0,1,0
offensive,['Women'],blow bitch like nuke,['Gender'],0,0,1,0,0
normal,['None'],feminity considered negative boris telling attitude woman cameron corbyn,['Miscellaneous'],0,0,0,0,1
normal,['None'],drop choerry pic,['Miscellaneous'],0,0,0,0,1
hatespeech,"['African', 'Homosexual', 'Other']",would love see someone bitch slap smug grin nigger faggot face,"['Race', 'Sexual Orientation', 'Miscellaneous']",1,0,0,1,1
hatespeech,"['Jewish', 'Other']",piss kike,"['Religion', 'Miscellaneous']",0,1,0,0,1
hatespeech,"['African', 'Other']",cultural appropriation wrong never support vile act remember halloween nigger right participate give nigglets candy,"['Race', 'Miscellaneous']",1,0,0,0,1
hatespeech,"['African', 'Jewish', 'Homosexual', 'Other']",kike like faggot make good pet like nigger best kike pet nigger faggot,"['Race', 'Religion', 'Sexual Orientation', 'Miscellaneous']",1,1,0,1,1
hatespeech,"['Women', 'Other', 'Homosexual']",know annoying dyke allowed usaf fact even get sleeve length correct slob degenerate,"['Gender', 'Miscellaneous', 'Sexual Orientation']",0,0,1,1,1
hatespeech,"['African', 'Other']",lol good nigger user,"['Race', 'Miscellaneous']",1,0,0,0,1
normal,['None'],date wait start wearing going le like slut,['Miscellaneous'],0,0,0,0,1
normal,['Homosexual'],dyke want kpop boy,['Sexual Orientation'],0,0,0,1,0
hatespeech,['African'],sent number american son death omaha beach take fucking soros piece shit wrong u become chicken shit white liberal feminist queer nigger asshole,['Race'],1,0,0,0,0
hatespeech,['African'],athlete hiding nigger,['Race'],1,0,0,0,0
offensive,['African'],nigger better embarrass tonight,['Race'],1,0,0,0,0
normal,['None'],almost four number woman oklahoma experienced physical violence intimate partner lifetime national intimate partner sexual violence survey,['Miscellaneous'],0,0,0,0,1
hatespeech,['Islam'],need gas assad called right winger supporting muzzie make laugh,['Religion'],0,1,0,0,0
hatespeech,['Jewish'],continues brag muting continues prove point kike continues kike thing projecting mental deficiency,['Religion'],0,1,0,0,0
normal,['None'],bring nigger coming welfare ticket ar number great shot,['Miscellaneous'],0,0,0,0,1
hatespeech,['Asian'],must removed earth gook trash,['Race'],1,0,0,0,0
hatespeech,"['African', 'Women']",amen black suspended number time much white sheboons suspended number time much white girl standard crime pattern mainly due gene black injun hispanic white asian,"['Race', 'Gender']",1,0,1,0,0
normal,['None'],next time nigga hit gf screenshot tf send nigga triflin,['Miscellaneous'],0,0,0,0,1
hatespeech,['Arab'],goatfucker meme feat king goat fucker,['Race'],1,0,0,0,0
hatespeech,['African'],seems like nigger speech pattern one rare dindus spell lil bit,['Race'],1,0,0,0,0
normal,['None'],ok live action movie eletra woman dyna girl gay,['Miscellaneous'],0,0,0,0,1
hatespeech,['African'],st biggest nut nigger st release seminal fluid,['Race'],1,0,0,0,0
normal,['None'],i am playing tabletop nigger,['Miscellaneous'],0,0,0,0,1
hatespeech,['Hispanic'],beaner murder rate always  x white,['Race'],1,0,0,0,0
normal,['None'],elder harassment displaying zero sense fear almighty creator god today youth plenty enough reason say lord come quickly,['Miscellaneous'],0,0,0,0,1
offensive,['Women'],faggot as cowgirl you all are not poppin shit round,['Gender'],0,0,1,0,0
normal,['None'],user tweet inspired incels commit violence call cuban pete i am king thew rumba,['Miscellaneous'],0,0,0,0,1
hatespeech,['Homosexual'],dyke taking security guard job,['Sexual Orientation'],0,0,0,1,0
hatespeech,['Homosexual'],mudslime touching boy dick frigging lubricant get little hard mutilating knife sort faggy bitch mudrape,['Sexual Orientation'],0,0,0,1,0
normal,['None'],want dyke priest,['Miscellaneous'],0,0,0,0,1
normal,['None'],sometimes think zeno made lesbian person hope ok,['Miscellaneous'],0,0,0,0,1
offensive,['Women'],bitch fuck yo nigga hoe fuck feeling,['Gender'],0,0,1,0,0
normal,['None'],bot still kick ya as nigga,['Miscellaneous'],0,0,0,0,1
normal,['None'],user user sound familiar wuz good boy dindu nuffin way home church gettin lyfe back track doe not,['Miscellaneous'],0,0,0,0,1
hatespeech,['African'],fyi relay nigger arrived shekel delivered,['Race'],1,0,0,0,0
normal,['None'],user user yeah twitter really allow monograph purpose interrogate respectability politics equating queer oppression pride outfit,['Miscellaneous'],0,0,0,0,1
normal,['None'],user donald probably tought got raped something,['Miscellaneous'],0,0,0,0,1
normal,['None'],user user pete like many let u get along white voter completely denial amount fighting take achieve outcome fact let u get along deliberate tactic used doom reconstruction civil war exclude black new deal etc,['Miscellaneous'],0,0,0,0,1
normal,['None'],user need awsreness campaign educate community avoid calling refugee internally displaced person really feel pity visit idp camp colleague caĺing idp refugee name forced circumstance one choice berefugee,['Miscellaneous'],0,0,0,0,1
hatespeech,['African'],rap video niglets hanging blond boy would rape video blond girl,['Race'],1,0,0,0,0
hatespeech,['Jewish'],loomer disgusting predatory kike sociopathic tendency help need assisted entering gas chamber,['Religion'],0,1,0,0,0
hatespeech,"['African', 'Homosexual']",mean red pill like ok fuck half nigger ape ethnostate work america muh magic dirt red pill cuck faggot jew bullshit pushing beginning think helpful ky,"['Race', 'Sexual Orientation']",1,0,0,1,0
hatespeech,['African'],guess swallowing gallon nigger semen pasty faced traitor ,['Race'],1,0,0,0,0
normal,['None'],specific threat violence never permitted kill honky allowed interpreted political speech kill honky number main street specific threat banned,['Miscellaneous'],0,0,0,0,1
hatespeech,['Hispanic'],trump try impeach wetback jew justice performed gay marriage recuse gay marriage ruling,['Race'],1,0,0,0,0
hatespeech,['African'],white men rape number year old woman department saved compadre beaner young black male,['Race'],1,0,0,0,0
hatespeech,['Islam'],suggestion visit qcurtius com excellent article podcasts culture great also favour muzzie classic almost forgive view splendid scholarship white classic wink war check william lind book recommendation,['Religion'],0,1,0,0,0
hatespeech,"['Other', 'Homosexual']",white people end dressed antifa outfit fighting contingent white police fight let global refuse overflow even le white also noted mudshark start middle aged gay couple middle odd stray white,"['Miscellaneous', 'Sexual Orientation']",0,0,0,1,1
offensive,['Homosexual'],tolerate flesh queer faggot spirit queer xtians closet predilection race because race,['Sexual Orientation'],0,0,0,1,0
normal,['None'],celebs threatened leave trump becomes president say appointed ambassador sent war torn moslem country experience exactly ambassador stevens died,['Miscellaneous'],0,0,0,0,1
hatespeech,['Jewish'],mike enoch invented slur slander side next time get called larper remember gaslit kike shill,['Religion'],0,1,0,0,0
hatespeech,['Islam'],culturally enrich moslem,['Religion'],0,1,0,0,0
hatespeech,['Jewish'],really sick everyone daily life selfish kike,['Religion'],0,1,0,0,0
normal,['None'],directing violence towards highest level government majority white,['Miscellaneous'],0,0,0,0,1
normal,['None'],twerking actually caused intentional injury suicide violence war percent caused diarrhea,['Miscellaneous'],0,0,0,0,1
normal,['None'],right gay go spooky day,['Miscellaneous'],0,0,0,0,1
hatespeech,['African'],keeping mind solid percent bad review likely black white sjws saying fuck nigger movie order bullshit systemic racism narrative,['Race'],1,0,0,0,0
hatespeech,['African'],woman like usally come worst type human formed female screech nigger spent last hour issuing death threat,['Race'],1,0,0,0,0
hatespeech,['African'],nigger trying sell ebook,['Race'],1,0,0,0,0
offensive,"['Women', 'African']",black history month date african american oj simpson brutally murdered mudshark nicole simpson jew ronald goldman black jury acquitted black america rejoiced,"['Gender', 'Race']",1,0,1,0,0
normal,['Jewish'],loll calling zhid pedophile neither,['Religion'],0,1,0,0,0
hatespeech,['Arab'],meh everyone know sandnigger sharia fag mental health facility retreating di sharia,['Race'],1,0,0,0,0
normal,['None'],user user user user ca stopped paying money tax dollar illegal alien plenty money help homeless u citizen,['Miscellaneous'],0,0,0,0,1
hatespeech,['Asian'],user user let u keep spamming ching chong see buffoon exploit definition racism,['Race'],1,0,0,0,0
offensive,['African'],user    okay because mad fuck like nigger  ,['Race'],1,0,0,0,0
hatespeech,['Arab'],ratko mladić convicted genocide war crime hague literally nothing wrong hail mladić death sand nigger savage,['Race'],1,0,0,0,0
offensive,['African'],hate black hate fact perceived crime say word nigger one chooses,['Race'],1,0,0,0,0
hatespeech,['African'],got blocked dumb nigger mad charlie rose hit wanted sexual abuse victim white man concocted abused abused hating black brown,['Race'],1,0,0,0,0
hatespeech,['Jewish'],debating pro white belong alt right total kike behaviour vox day generation william f buckley,['Religion'],0,1,0,0,0
hatespeech,"['Islam', 'Jewish']",heard hate joows muzzie hon,"['Religion', 'Religion']",0,1,0,0,0
hatespeech,['Jewish'],fcking censored kike loving degenerate commie scum burn hell fagot trudeau,['Religion'],0,1,0,0,0
hatespeech,['Islam'],fbi cover smell another muzrat terrorist attack,['Religion'],0,1,0,0,0
normal,['None'],big boi saying atl hoe halfway interesting part halftime show super bowl,['Miscellaneous'],0,0,0,0,1
offensive,['Women'],nigga acting like bitch bitch loving nigga wassup bitch,['Gender'],0,0,1,0,0
normal,['None'],ion care nobody say lying talking skinny nigga give best dick,['Miscellaneous'],0,0,0,0,1
normal,['Women'],user slick found hoe roun,['Gender'],0,0,1,0,0
offensive,['Women'],share hoe loaf,['Gender'],0,0,1,0,0
hatespeech,['African'],bag money nigger bag money,['Race'],1,0,0,0,0
normal,['None'],destroy photoaparat picture neihhbors grape number number full garlic onion like horror film,['Miscellaneous'],0,0,0,0,1
offensive,['Women'],got game young hoe grow dumb hoe,['Gender'],0,0,1,0,0
offensive,"['Other', 'Homosexual']",tom brady seriously homo,"['Miscellaneous', 'Sexual Orientation']",0,0,0,1,1
normal,['None'],old doll bighit bitch going to release bts doll sure much bt sx mattel bts doll official,['Miscellaneous'],0,0,0,0,1
normal,['None'],slutshaming still thing yikes,['Miscellaneous'],0,0,0,0,1
normal,['None'],fake as page sending sister dm talking shit you all bitch weirdo,['Miscellaneous'],0,0,0,0,1
hatespeech,['Jewish'],prof everything say kike truth book merchant know second mention kike gig end give kike free reign start war one question shit,['Religion'],0,1,0,0,0
offensive,['Caucasian'],user hillbilly hell new bullshit,['Race'],1,0,0,0,0
normal,['None'],big unc come back i am snitchin tired retarded as boi    ,['Miscellaneous'],0,0,0,0,1
offensive,['Refugee'],user many illegal alien nyc wondering,['Miscellaneous'],0,0,0,0,1
normal,['None'],user  mary dear kill come back let u finish ojuelegba,['Miscellaneous'],0,0,0,0,1
hatespeech,['Islam'],sand nigger muzzies intelligent danny bonaduce lol,['Religion'],0,1,0,0,0
hatespeech,['Islam'],user fucken funny hating as muzzie,['Religion'],0,1,0,0,0
offensive,"['Disability', 'Caucasian']",fucking retarded white people twitter saying n word hiding behind anime avi virgin,"['Miscellaneous', 'Race']",1,0,0,0,1
hatespeech,['Jewish'],woke fuck listening kike shabos shiksa even favorite,['Religion'],0,1,0,0,0
hatespeech,"['Women', 'Jewish']",golden honorary blonde dumbass daughter kike cock,"['Gender', 'Religion']",0,1,1,0,0
hatespeech,"['African', 'Jewish']",mess kike coon hajji shit feral chink,"['Race', 'Religion']",1,1,0,0,0
hatespeech,['Jewish'],mysterium tremens new yorkers continue support insane kike djuggie schooma,['Religion'],0,1,0,0,0
hatespeech,['Homosexual'],self loathing beta male become feminist get chance hand job fat dyke hate enough give one gender self proclaims hate ugly fat ugly,['Sexual Orientation'],0,0,0,1,0
offensive,['Homosexual'],interesting female photo look like men sure dyke disguise,['Sexual Orientation'],0,0,0,1,0
offensive,['Homosexual'],user unfollow faggot,['Sexual Orientation'],0,0,0,1,0
offensive,"['African', 'Homosexual']",dyke always lookin love emo as nigga,"['Race', 'Sexual Orientation']",1,0,0,1,0
normal,['None'],user google aa girl hair cut number white boy school penny wife work cnn nbc bbc cbs indirect smear penny turn fake journalism day,['Miscellaneous'],0,0,0,0,1
normal,['None'],user user mistake dinosaur kill human,['Miscellaneous'],0,0,0,0,1
hatespeech,['Jewish'],identifying kike internet shill mention attribute action hamas muslim context overly friendly initially extreme hate refuse alter stance non organic bantz attempt lead focus unrelated topic concern kike hyper defensive called kike propagandist,['Religion'],0,1,0,0,0
normal,['None'],user stephen fucking hate,['Miscellaneous'],0,0,0,0,1
hatespeech,['African'],user people white men tired seeing negro woman tired seeing illegals working hard thier turf tired seeing white world slowly changing short klan realize sadly number number,['Race'],1,0,0,0,0
normal,['None'],user user user user user user user user continued dm open thank putting u fan community welcoming free harassment stealing etc sadly sometimes always case,['Miscellaneous'],0,0,0,0,1
normal,['None'],user give oblivion omega color wasted number vbucks shit skin,['Miscellaneous'],0,0,0,0,1
normal,['None'],user solution refugee crisis stemming syrian civil war really moral responsibility,['Miscellaneous'],0,0,0,0,1
normal,['None'],boy evil confederate sure wrong need control hyper violent nigger ape huh,['Miscellaneous'],0,0,0,0,1
offensive,['Jewish'],called pig asked question lol answer typical yid technique believe even lie otherwise anti semitic,['Religion'],0,1,0,0,0
offensive,['African'],user trump act like president obama act like nigger street punk chicago clinton act like white trash spoiled crybaby sore loser,['Race'],1,0,0,0,0
normal,['None'],yes white woman sold never put cock moslem degenerate,['Miscellaneous'],0,0,0,0,1
hatespeech,['Islam'],crusade number year barbarian muslimes murdered christian invaded took nation europe much ended crusade christian forced fight back destroyed muslimes history repeat choice user ,['Religion'],0,1,0,0,0
offensive,['Hispanic'],woman gramma generation pretty cool gramma punched pregnant spic belly motley crew show number ,['Race'],1,0,0,0,0
normal,['None'],user user lol military white people club fun watch,['Miscellaneous'],0,0,0,0,1
normal,['None'],user meet woman raped offer apology compensation list asked meet,['Miscellaneous'],0,0,0,0,1
normal,['None'],user feel rage beyond fed yet fight final fliker hope delusional probably orange coon cat long hair,['Miscellaneous'],0,0,0,0,1
normal,['None'],user outrage naz shah tweeted white girl raped abused muslim grooming gang shut sake diversity,['Miscellaneous'],0,0,0,0,1
normal,['None'],rohingya indian one indian place outsider weather hindu muslim sikh christian jew religion,['Miscellaneous'],0,0,0,0,1
normal,['None'],user translated directly blackfoot mean white algerian descendant immigrant,['Miscellaneous'],0,0,0,0,1
hatespeech,['African'],called niglets,['Race'],1,0,0,0,0
normal,['None'],men complain woman kindly reject ya wonder nobody nice lol,['Miscellaneous'],0,0,0,0,1
hatespeech,['African'],bee yellow nigger skunk,['Race'],1,0,0,0,0
hatespeech,['African'],lemon nigger,['Race'],1,0,0,0,0
normal,['None'],date raped happens slot show biggy apparently oh brooke oh taylor oh brooke,['Miscellaneous'],0,0,0,0,1
normal,['None'],cold lamb mm bone put slow cooker overnight beef carrot onion celery stewy soup,['Miscellaneous'],0,0,0,0,1
offensive,['Homosexual'],getting called buddy straight men pc way say faggot,['Sexual Orientation'],0,0,0,1,0
normal,['None'],shivaji companion fabled escape mughal internment agra madari mehtar — muslim shivaji even extended courtesy sworn enemy like afzal khan  st century r r roadmaps,['Miscellaneous'],0,0,0,0,1
normal,['Homosexual'],janis space dyke,['Sexual Orientation'],0,0,0,1,0
hatespeech,"['Caucasian', 'Economic']",lol live white nigger ghetto claim white niggerhood former english teacher slum feel choose unlike fellow city rat mode comm,"['Race', 'Miscellaneous']",1,0,0,0,1
normal,['None'],imagine bob cut seulgi suit omg extra dyke energy going to deliver please let happen user   redvelvet,['Miscellaneous'],0,0,0,0,1
hatespeech,['African'],got chapped lip today number  st time told gramma said glad you are nigger get wind emergency room like yea that is like reason number number i am glad   ,['Race'],1,0,0,0,0
