Labels,Targets,Corpus,None,African,Asian,Women,Caucasian,Jewish,Homosexual,Islam,Hispanic,Arab,Refugee,Economic,Other,Disability,Men,Indian,Christian,Hindu,Indigenous,Buddhism
normal,['None'],user either way even number year old carpet suck a the contractor were putting the last staple into my parent white carpet dad spilled a big red on it and that stain wa just there until my mom ripped up her carpet this year,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
normal,['None'],user user cabot cove had a murder rate roughly triple south central at it peak violence most of the rest of our fine state is quite chill lot of racist though especially a you move north,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
normal,['None'],help a black lady i know had a white person plaster on her face we were chatting about it are there really no plaster for brown or black skin tone people,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hatespeech,['Hispanic'],jury in the katie stienle trial just let the piece of shit off not guilty of murder vigilante justice need to make a come back in a big way if there going to let murdering beaner walk the street,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
hatespeech,['African'],lebron the nigger is a friggin moron his friend can barely read and write,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hatespeech,['African'],this nigger sotomayor ha more god damn ball than percent of you ethno tradcon retard,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
offensive,['Arab'],she a raghead either way,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
normal,['None'],user yeah and the no do not kill yourself you are so sexy aha meme,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
normal,['None'],do not kill yourself my sister if he want doggy style let him bark first   ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
normal,['None'],user hello mr prime minister please help me  i am a refugee from afghanistan in indonesia since number i got the refugee card from unhcr in number and i am still waiting for the resettlement please help me for resettlement no job no hope for life no future please  ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
normal,['None'],user congress is a jihadi party they have no issue talking to them,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
normal,['None'],i wa born ghetto you were born a bitch nigga,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
normal,['None'],the african girl want to make sure the white boy  work before getting into a marriage she smart lol  did she see timothy story    day fiance day,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
normal,['None'],oz katerji went to lesvos refugee camp with israaid to spy on refugee and shop the communist and gov supporter to the u for torture he made up insane propaganda claiming the israaid physician he worked with wa a palestinian woman there were none with israaid and,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
normal,['None'],user gobble propaganda where were you when hindu woman were raped your friend,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hatespeech,['Islam'],your target is here go get these filthy shit skin moslem terrorist,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
normal,['None'],you all white people can say the n word but get upset if i say something is retarded ok,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hatespeech,['Jewish'],philippine is over percent moslem and marilou danley ha a southern mindanao face they will not release her maiden name someone need to search flip medium for it because they will find it before western kike medium,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
normal,['None'],cair antifa blm hamas front moslem brotherhood all need to be deemed terrorist and enemy number number along with isi,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
offensive,['Asian'],i never saw a chink pussy and do not plan on breaking that record   ,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
normal,['None'],agreed mirrabooka is percent moslem according to the census with a large number of african mostly moslem but enough christian to have their own pastor priest their service have more attendee than the white,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
offensive,['Islam'],hope she remembered defending the mudslime that instigated the gang rape and murder karma is a bitch,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
hatespeech,['Jewish'],milo something faggy public he so provocative altright gas the filthy kike milo something edgy public he so altright altright gas the filthy kike milo something pedo public wait what altright lol told ya milo gate,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
normal,['None'],user yes you are right they were killed raped and removed by ghost liar,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
normal,['None'],white supremacist are forming global network much a jihadis did prior to number number and are learning from jihadi tactic the brief said,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
normal,['None'],but i hate you,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
normal,['None'],i am a number year old non college educated white man from pa i am a moderate independent who opposes the clean air act sometimes opposes abortion support deporting illegal immigrant and support raising the min wage i did not vote in number,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
normal,['None'],user user funny if i say something about a civil war twitter block me and now this white shit trump say something about a civil war twitter do not block him       i do hope for a civil war kill all the people from twitter first,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hatespeech,['Homosexual'],just attacked one of them faggot feelin pretty good,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
normal,['None'],chris rock let two white men say nigger in front of him,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
normal,['None'],user considering they left out the white male presenter from the investigation although he had been included in the complaint i think she deserves to take the bbc to court for harassment and discrimination i stand with naga,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hatespeech,['Islam'],fuck off we have more than enough muzzies to deal with,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
normal,['None'],user wow and if you took their mask off you would see how nerdy they all look there wa a clip where they had their mask off i wish i could find it but they are nothing wussies hiding behind mask,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
normal,['None'],anyone who shout nigger is a fkn wanker with little vocabulary or wit to have an adult conversation and or insult someone with any intelligence,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
normal,['None'],young black girl tryna be the best she can,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
normal,['None'],beyoncé ha number album in billboard number  see when your the main bitch,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
normal,['None'],no to boy only gay,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hatespeech,['African'],you all want to be nigger but do not want to be nigger at the wrong time,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
normal,['None'],pf chang is the asian applebee,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hatespeech,['African'],i hate black people you tell a nigger not to do something and they go on and do it niggerantics,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
normal,['None'],in spoon three fish table number dm for order spoon slave fin sub spoon bitch findom spoon sub,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
offensive,['Women'],user this dumb bitch killed number rabbit in her failed raid this is who you guy praise you guy are the problem not the farmer,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
normal,['None'],cleared construction international pkwy tx number alt westbound tx number grapevine mill pky grapevine various lns blocked,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
normal,['None'],taeyong keeping that black hair,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
offensive,['Women'],nigga be acting like bitch over some bitch,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
normal,['None'],scorpio nigga are not to be fuck with you have to be built for that shit and apryl is not ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hatespeech,['African'],stand up nigger,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hatespeech,['Homosexual'],ew those faggot creep,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
normal,['None'],screw it i will just kill all of you,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hatespeech,['Jewish'],i agree user you are yet another kike compromised piece of dog shit this is just another data mining site that removed the capability of communication between brother and sister the war is hot ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hatespeech,['African'],go be a nigger somewhere else,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hatespeech,['Jewish'],if all the kike news network have pretty face with empty head reading their teleprompter why can not we have hotter smarter one,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hatespeech,['African'],the only good nigger is a dead nigger,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hatespeech,['African'],black be bootyful sheboons something even their gorilla do not want nobody want,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hatespeech,['African'],tell sambo samboeta i said fuck off nigger,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hatespeech,['African'],he sound like a nigger trying to cure aid by fucking little girl disgusting piece of shit,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
offensive,"['African', 'Jewish']",shifty jew change his mind decides he really a retarded nigger,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
offensive,['African'],low iq mad maxine living up to her dumb nigger name,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
offensive,"['African', 'Jewish']",white enslaving white is white man affair in how we conduct our nation and our forefather outlawed slavery in europe beginning in the th century jewish nigger enslaving white for your nigger brother is a trespass no matter how you wish to justify it number,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
offensive,['Jewish'],ancient made up european god and ancient made up kike god are the exact same thing if you are not worshiping actual god you are worshipping someone else that someone else is satan doe not matter if you call him moloch odin or your ancestor spirit different name same being,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hatespeech,['Jewish'],lol we are triggered because we were banned from everywhere else because we hurt libs feeling too frequently and we are told that hurt feelz is worse than murder nice try kike,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hatespeech,['African'],i think you indeed can call people nigger if you so please,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
normal,['None'],oh muslim leader of today do you think that you will be not asked about not fulfilling your duty of jihad in the day of hashar believe me it your misconception یو این چھوڑ خلافت لا کشمیر کو آزاد کرا,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
normal,['None'],i absolutely hate working with people who complain and bitch about everything if you do not want to work then quit already lol,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
offensive,['Islam'],sound like something a moslem would do,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
normal,['None'],my gay as can not take this anymore,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
normal,['None'],user user ikr it always some white girl and noah centineo give u the lesbian,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hatespeech,['Women'],user she is a dumb bitch who the fuck blow cigarette smoke in their child face or hold them like a damn toy i fucking hate mother who do not do right by their kid,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hatespeech,['Jewish'],both version whether censored or not are still written by the fucking kike to pussify gentile the kike know that there no such thing a god they made him up,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hatespeech,['African'],white people are racist when they say nigger but black people are not a lot of you mf are a stupid a a bag of dog shit   ,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
normal,['None'],faggot wa funny,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
normal,['None'],user user user b the fact are thousand of child have been raped over the last number year while most politician police councillor and social service allowed it to happen what of your fact do you think i should care about i care about child and truth,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
offensive,['Women'],user user user um lol stop being dramatic i wa joking that the extra x chromosome is what make u want to win argument i never said men can not have emotion or be the same tone it down feminazi,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hatespeech,['Jewish'],no he doe not he fucking hate trump the kike is gaslighting you,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
normal,['None'],user hanifs native pre islamics arab professed a rigid monotheism muhammad wa hanif and one of the descendant of ishmael son of abraham,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
offensive,['Homosexual'],bro what they are lesbian                     listen i am tired of seeing old english era medium and it hella dyke in them whose fantasy is this,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
normal,['None'],user who about to win the super bowl though lmfao no one care that tom brady raped your mom when you were younger and you had trauma over it so you keep trying to debunk his greatness,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
normal,['None'],i imagine bernie hq right now is full of white men patting each other on the back and saying grass root and calling other democrat capitalist scab,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
normal,['None'],me saying that i will partake in inktober is a fucking lie i do not have the time focus or energy sometimes so i will doodle some bullshit and maybe make them into full drawing,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
normal,['None'],user user self defense your shit the police official in white shirt sitting in their air con office are the one to blame they trained up the police to dehumanize hk citizen they allowed the police to ignore the police general order and use excessive violence to get thing done,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
normal,['None'],user user what is wrong with white people can white people not be muslim you racist,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
normal,['None'],anyway after that trainwreck of a post i have realised i am a fucking hypocrite for calling people retarded but i still believe racism against white people is a thing so lol,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hatespeech,['African'],user i hate you for the hairy titty nigger that bullshit wrong on so many level you suck          ,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hatespeech,['African'],move to a nigger neighborhood or gtfo,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hatespeech,['African'],i left a nigger lying dead by the river i left the willow whisps to roam jeffrey lee pierce,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hatespeech,['Jewish'],jew have a tendency to out themselves knowingly or not especially to the erudite goy listed above however they should absolutely wear the yellow star both a a badge of shame and a a warning to white who are not a adroit at identifying kikenvermin from their word,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
offensive,['Women'],she call me a thot lil bitch you is a ho too ,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
normal,['None'],shop trendzset for you latest styling shoe and purse,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
normal,['None'],user user she is so hot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
normal,['None'],hey rascal son of bitch number zoelkiflitaher,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
normal,['None'],bungo scrungo gay dog,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hatespeech,['African'],konya wa right there he could have put a karote chop on trump and been the greatest nigger of all time but he pussied out the majority of all the wounded nigger in korea and nam were hit in the back from running away,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
normal,['None'],i do not see moslem boy being attacked why just western boy,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hatespeech,['Islam'],user ah i see the mozzie savage have brought u back to the middle ge chastity belt coming back in style   ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
hatespeech,['Caucasian'],you need any or evidence user is a fuxking plant peice of shit ugly snow nigger working with liberal user take it easy pal we are with you,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
normal,['None'],also the conflation of immigrant with minority is misguided it something the right doe that the left should avoid,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
normal,['None'],day number today in gym we won a game of mattball because of my retarded as,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
normal,['None'],if the hoe want to hoe then let it go,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
normal,['None'],just because bjp supporter and bjp minister talk about ethnic cleansing of indian muslim it doe not mean modi is not anti muslim,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hatespeech,['African'],lol i like it name the sportball jigaboo that wa busted at an airport with a wizinator,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
normal,['None'],user user i am reading a queer mg and it make me so happy but oof am i single,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
normal,['None'],user kamala harris refused to prosecute the oc police for my false arrest all case dismissed under her watch is harassment of single attractive white woman part of her platform a california ag she did nothing to curb tobacco distribution publichhealth user user,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hatespeech,['African'],i detest abortion even regarding negro enemy baby call me a softie a with them though if some beaner want to kill their kid i will not lose a great deal of sleep they do not need to be invading and populating america,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
normal,['None'],where is user to kiss and hug the mudslime with tb and measles her hubby is importing faster than obama did she can bring the pregger trump and vonkie along for the snuggle,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
normal,['None'],user arab were smart they roast coffee to prevent spreading the cultivating outside yaman until smuggled out by dutch,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
normal,['None'],user i can not imagine that extreme level of revisionist history but then there are holocaust denier too,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
normal,['None'],tw rape and violence one of my mom best friend in highschool liked to say fuck them all they are just a bunch of lesbian bootfuckers when he hated people she told me that to my face a a kid did she know lesbian were being beaten and raped for existing,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
normal,['None'],user user yes it is white privilege to be robbed raped and murdered because of our skin color,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
normal,['None'],user do you want to kill yourself  ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
normal,['None'],user there several country that take in refugee while unemployment and poverty are very high we should not take in any illegal immigrant right now,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hatespeech,['African'],cold sweatin stash in her throat this nigger purple sprite,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
normal,['None'],fashion is when white people wear ghetto clothes,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
normal,['None'],user well the issue probably wa that they went out of their lane beyond the porch monkey roll they serve for the islamophobia industry they probably went a bit too far with criticizing other faith where it not open season yet,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
normal,['None'],user you guy are so pathetic we get it you are sensitive but stop ruining all the good thjngs for u straight white christian go be happy ohh wait nothing is enough to make you happy,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hatespeech,['African'],give a nigger a rope and he think he a cowboy when you obey the rothschild you get you cayman account padded,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hatespeech,['African'],user yo you are fav niglet prom date,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hatespeech,['Islam'],say the moron a muscum rape murder commit pedophilia beat their woman sell slave on a daily basis no change in well over number year sorry clone zero guilt in my entire lineage never ha been never will be what a sorry as excuse for a human being you are,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
hatespeech,['Islam'],you can get motion sensor driveway alarm on amazon pretty cheap i have laid out a perimeter around my house with them in case the dog are sleeping when some unlucky assclown moslem finally figure out my address wink,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
hatespeech,['Jewish'],nonsense obama could do what he wanted because there wa no opposition and no judge over ruling him trump is opposed by dems republican all level of judge the medium the bureaucracy the deep state and his own kike cabinet and shyster and family,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
normal,['None'],reminder that about number out of number undocumented immigrant in the u are from place other than central america around number of that percent are white yet the majority of ice detainee are latinx so do not try to say this is not about race,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
normal,['None'],desperately searching for a queer jewish romance that is not number ultra orthodox angst or number unbearably twee conflictless slice of life lesbian,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
normal,['None'],user user user i saw a cdc update follow your commenters post number in number woman v number in number men raped a of number i have to dig more but i should not need to when others already posting link you,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
normal,['None'],theresa may treason ha no limit a she appoints sajid javid home sec in charge of uk security police immigration a moslem of pakistani origin civil war seems to be the only route,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hatespeech,['Jewish'],strangely enough the idea that he consumes extraordinary amount of artificial sweetener wa the first thing the kike medium ha said about trump that gave me pause,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
normal,['None'],i only spick three hwordz av eengleech an dey re go home butch,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hatespeech,['African'],he might live in a trailer park but at least he not a nigger,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hatespeech,"['Women', 'Hispanic']",wednesday beatnik poetry i live in a criminal hideout i live it through and through making burrito with my hoe i am a wetback so no shoe,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
hatespeech,['Islam'],sweden suicide is a foregone conclusion no amount of tweeting raging philosophizing or praying is going to do diddly squat for them so why bother our energy is better spent arming and insulating ourselves from the muzzrats here,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
normal,['None'],getting compliment from woman hit different  ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
normal,['None'],over number million immigrant resided in the united state a of number,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
normal,['None'],get you a ugly nigga we do not cheat,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hatespeech,['Islam'],they had to make her white so it doe not look like a muzzie did the crime,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
normal,['None'],police hate pakis they always have that hate extended to white child seen with them it very simple,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
normal,['Homosexual'],i do not like being on the phone with anyone and them telling me i am wrong lmao like i am pissed   i hate faggot as mf bro on god,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
normal,['None'],user the bidens need to sue your butt for slander and harassment you have gone way too far this time rudy justice is coming your way soon,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
normal,['None'],meekmill label locking these youngbulls down the crazy part is most these artist rather get raped by somebody from a different race to feel like nobody ain t do nothing for them label locking these youngbulls down the crazy part is most these artist rather g …,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
normal,['None'],user user could not own property could not draw will could be legally raped by their husband and i will not even get into right of black woman or lack there of rather,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hatespeech,['Islam'],why is there a muzzie on project runway of course she force her model into a hijab,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
offensive,['None'],user user so if an animal doe body language you start to rape it also number number year old they do not understand shit about sex and do not say then let u teach them that not the point kid should be hanging out with friend and playing game not being statutory raped,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
normal,['None'],user the ship queer sound like the exact gay pirate vibe i have been craving my whole life,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
normal,['None'],user mine doe not like me to do it in public tbf i am shameless i will absent mindedly swear in front of child whoop my personal best though wa when i got called out by a fellow firefighter bill you know this is a fucking firestation right ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
offensive,['Homosexual'],user raxxy is a faggot and a larp,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
normal,['None'],the white guilty boy is a faggot the guilty darker men are idiot and like white nosy whore and skin color division bcus they have feminine quality like female they make no heterosexual kid on any level even though they claim to be heterosexual you all are garbage,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hatespeech,"['Women', 'African']",bitch you white nigga is a faggot your kid are demon possessed over blk people your pussy is worthless you are a whore you and you are household all suck the same dick you are jealous of innocent blk people you are a squatter in blk neighborhood you are jealous of jesus you are disgusting,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
normal,['None'],user oh my gaw ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hatespeech,['Jewish'],a sentiment we should all hold we do not run that what the are selected kikenvermin leftist do no we stand and fight for our nation and by extension our race blood and soil,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hatespeech,['Homosexual'],q why did the bulldykes beat the faggot in a number mile run a because the dyke went lick ity split but the fag had to pack their shit,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
normal,['None'],even worse jenner only had to kill one woman to be labeled a woman driver but an afghani moslem that shot number brown gay got mislabeled an nra american even after telling number he did it because the u attack his homeland pledged to the islamic state,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hatespeech,['Jewish'],so it a desert kike instead of a european one that wrote it duh it doe not matter they are all jew,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hatespeech,['Jewish'],lololol do not comment above your paygrade kike,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
normal,['None'],you are very well informed not many know that japan took in number moslem refugee only to see number involved in a gang rape in le than number month,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hatespeech,['Islam'],melbourne single shade of islam this wa the terrorist yacqub khayre note that he not wearing arab or moslem clothes he literally look like he going to a club and probably pay his bill like other australian but he fought for terrorist that taqiya that islam,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
hatespeech,['Women'],i hate you bitch i really fucking hate you hoe make me sick asf,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hatespeech,['Jewish'],the politic boy keep chimin in on my culture war it would be nice if they kindly fucked off and stop counter signaling my kike gassing,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hatespeech,['Jewish'],more substance than anything you are ever going to post you disinfo kike,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
normal,['None'],my uncle found a coon hound and brought it home briefly today until it bit my mother apparently being bit by a dog hurt and she did not want something around that might endanger her little dog,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
normal,['None'],user user democrat logic imagine democrat in charge of our country we all going to feel a we have been raped,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
normal,['None'],user i need to find that one gif of the nigga dancing while that white woman cry   ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
